word,count,mean_attribution,std_attribution,median_attribution,total_attribution
every,27,3.3334157,6.0036545,7.2170577,90.00223
subtle,33,3.3312252,1.0621275,3.205332,109.93043
attention,10,3.3282247,3.4392505,4.8698425,33.282246
necessity,6,3.3009245,2.745255,2.2816336,19.805548
pronouncements,6,3.285715,1.5832262,2.9582052,19.71429
reflect,5,3.2717113,0.34726724,3.219021,16.358557
place,9,3.2297015,9.559607,11.35186,29.067314
spectacle,5,3.1785617,0.90912867,2.7796187,15.892809
hope,12,3.1670654,3.133654,4.8475876,38.004784
thought,11,3.161377,8.085473,8.687032,34.775146
define,5,3.1521277,0.5042972,3.1607075,15.760639
from,113,3.1385126,18.36013,-7.3953166,354.65192
deal,6,3.131854,5.6505523,6.2932534,18.791124
nor,10,3.1188998,2.509486,4.3061013,31.189
paradox,6,3.0906487,0.32222494,3.2587469,18.543892
dynamic,5,3.083205,2.7785227,1.7275234,15.416025
good,18,3.0692358,7.9835043,9.7899275,55.246243
help,6,3.0261562,10.067533,3.00695,18.156937
eyes,9,2.9931772,9.865003,11.528267,26.938595
soul,5,2.986133,0.4579054,3.2300985,14.930666
fundamental,8,2.9701076,2.958356,2.1120563,23.76086
enough,10,2.9573936,4.4163327,5.6301904,29.573936
love,15,2.9549723,10.315016,-5.1844974,44.324585
emptiness,10,2.9482465,3.7927175,1.5871246,29.482464
bennet,15,2.9421828,5.094807,5.466575,44.13274
shifting,8,2.9354134,2.194733,2.2261925,23.483307
both,11,2.9214098,13.538479,-4.1390104,32.13551
landscape,6,2.9059222,0.42290738,2.881169,17.435534
partner,6,2.8982527,5.977917,3.597076,17.389517
requires,20,2.8616915,0.7671027,2.643629,57.23383
values,10,2.8226562,0.7419872,2.538293,28.226562
accomplishments,5,2.7874117,0.22406681,2.9312234,13.937058
corner,5,2.773891,4.5044713,5.3866615,13.869455
safe,9,2.765202,2.2774541,3.7633033,24.886818
family,32,2.755614,5.2439227,0.7020273,88.17965
complex,13,2.7505977,0.72576845,2.79266,35.75777
it,304,2.7495656,13.800717,-7.055433,835.8679
situation,5,2.7337172,4.478457,4.324514,13.668586
remain,5,2.717586,0.21422371,2.578218,13.587931
way,8,2.6963341,9.069486,4.151067,21.570673
create,7,2.6891818,1.0632554,3.2533288,18.824272
sensibility,5,2.671292,0.7652004,2.603527,13.356461
lacking,8,2.6670241,0.8317278,2.4494424,21.336193
commitment,6,2.6595023,0.4053157,2.669582,15.957014
accepted,5,2.6415005,6.0784826,7.351646,13.207502
influencing,5,2.6341386,0.3818493,2.829249,13.170692
calculated,5,2.6240978,0.62730294,2.5862794,13.120489
presence,5,2.6164432,2.5812366,3.3189042,13.082216
romantic,5,2.603525,0.5017917,2.4904299,13.017625
recognizing,13,2.5813112,0.59193045,2.4147747,33.557045
isolation,12,2.5811331,2.1115763,2.2829924,30.973598
presenting,5,2.575522,0.61895996,2.7276132,12.87761
bingley,9,2.5563972,2.4034808,3.7569025,23.007574
provide,10,2.5395358,1.4609475,2.7043402,25.395357
realities,9,2.5258424,1.3353981,1.9862193,22.732582
will,24,2.491898,15.8720455,-8.655795,59.805553
supposed,6,2.4875522,1.4182463,3.059155,14.925313
crucial,13,2.483454,0.434833,2.54289,32.2849
an,67,2.4758058,5.2602735,-0.75137377,165.87898
gilded,5,2.447897,0.33769134,2.5154443,12.239485
range,5,2.4411826,0.7238415,2.7741687,12.205913
wealth,15,2.4068363,5.442754,3.6806917,36.102543
interests,7,2.3883412,1.163697,2.6471262,16.718388
ladies,15,2.3722813,8.292525,-1.5392237,35.58422
deeply,10,2.3668292,0.38517734,2.5721412,23.668291
harsh,6,2.3627229,1.1971041,1.9865894,14.176337
thriving,5,2.3433034,1.3374077,1.8228568,11.716517
making,9,2.338461,7.6481056,-1.7834445,21.046148
not,197,2.3374217,13.192497,-6.4363694,460.47205
little,19,2.3086832,7.532769,8.271279,43.86498
present,11,2.2604244,5.682366,6.7028017,24.864668
profoundly,6,2.2525034,0.24170329,2.3304124,13.51502
reality,10,2.2519138,0.5958751,2.1560616,22.519138
gender,6,2.2466943,0.38150057,2.4831738,13.480166
great,15,2.2447677,4.445931,4.386776,33.671516
spoke,6,2.2269077,7.0203834,1.6975257,13.361446
space,6,2.2072628,1.543484,2.2402985,13.243576
suitable,5,2.205839,1.5020413,2.8708632,11.029195
creating,10,2.203939,1.0930591,2.5424254,22.03939
