word,count,mean_attribution,std_attribution,median_attribution,total_attribution
makes,5,-10.488411,7.696287,-14.416115,-52.442055
individual,31,-10.682937,0.24961385,-10.685534,-331.17105
surface,6,-10.705643,5.809909,-13.303912,-64.23386
we,86,-10.711416,16.877205,-2.559511,-921.1818
fall,9,-10.767491,10.952885,-18.370317,-96.907425
right,18,-10.898851,19.890736,4.2612658,-196.17932
duty,30,-11.092677,11.778979,-18.634493,-332.7803
resignation,5,-11.140309,6.1678853,-13.936819,-55.701546
but,411,-11.194153,20.98726,1.785545,-4600.797
behavior,11,-11.442481,0.5183278,-11.512713,-125.867294
also,18,-11.479755,19.927944,3.4306784,-206.63559
backs,6,-11.5502615,5.02816,-13.717308,-69.30157
top,8,-11.556,16.47492,-12.273052,-92.448
parents,5,-11.578499,9.38637,-16.005608,-57.892494
based,5,-11.62937,0.65972865,-12.033766,-58.14685
civility,5,-11.925379,2.8632836,-12.68311,-59.626892
where,65,-12.001369,13.378986,-22.949406,-780.089
process,20,-12.066663,2.0404916,-12.781017,-241.33325
designed,7,-12.111877,5.447169,-14.192208,-84.78314
malicious,7,-12.264776,5.668698,-14.470443,-85.85343
safety,9,-12.37777,5.3214846,-15.392731,-111.39993
working,7,-12.4036,8.650335,-17.993544,-86.825195
just,33,-12.446966,20.34428,-29.22753,-410.74988
quality,10,-12.572467,0.63411915,-12.595654,-125.72467
while,72,-12.753302,20.885672,-30.96354,-918.23773
each,29,-12.831616,15.702454,-25.13707,-372.11688
yellow,10,-12.96107,10.687645,-17.924109,-129.6107
rules,6,-12.992591,5.3086333,-15.297882,-77.95554
about,94,-13.060695,14.808858,-23.909454,-1227.7053
others,31,-13.138187,13.655612,-23.049011,-407.2838
curated,5,-13.14446,0.06508906,-13.197551,-65.7223
between,31,-13.177758,17.976688,-26.220781,-408.5105
these,79,-13.22003,13.138757,-23.24876,-1044.3823
normalization,5,-13.482188,0.028625108,-13.496501,-67.41094
act,10,-13.6503935,13.990091,-23.745708,-136.50394
series,8,-13.670279,27.717428,-33.019688,-109.36223
begins,5,-13.877195,0.02689743,-13.890645,-69.38598
gloomy,7,-13.93624,9.721317,-12.651981,-97.55368
grace,8,-13.94843,6.737394,-15.857506,-111.58744
wound,8,-14.062026,11.084776,-20.422333,-112.49621
those,84,-14.080459,10.523926,-21.479633,-1182.7585
breaking,13,-14.158737,5.9206734,-16.57983,-184.06358
whilst,12,-14.199969,0.8898395,-13.701527,-170.39963
may,36,-14.308782,22.799284,4.178576,-515.11615
members,8,-14.624964,14.373734,-22.726543,-116.99971
children,26,-14.670817,17.62214,-29.007689,-381.44125
events,5,-14.675787,13.825431,-25.933184,-73.37894
can,67,-14.79095,17.411558,-29.57643,-990.99365
trade,7,-14.894332,9.22098,-18.59923,-104.26032
broken,12,-14.896028,10.285414,-21.220682,-178.75233
eleanor,7,-14.9362135,0.51784974,-14.865873,-104.5535
game,5,-15.164606,24.84469,4.9182396,-75.82303
someone,8,-15.23377,0.1992312,-15.102668,-121.87016
issue,7,-15.269914,9.484124,-19.113953,-106.8894
against,39,-15.314136,19.326557,-31.710917,-597.2513
decision,5,-15.479097,8.342309,-19.532984,-77.395485
unethical,6,-15.609843,0.25164333,-15.717094,-93.65906
adults,6,-15.980296,0.10843668,-16.03027,-95.881775
order,6,-16.412996,8.15319,-19.562124,-98.477974
stones,7,-16.778173,14.687894,-25.37635,-117.44722
greasy,8,-16.818396,0.7386704,-16.664501,-134.54716
rot,5,-16.84076,0.09108442,-16.815456,-84.2038
free,12,-17.0976,17.477428,-31.363605,-205.17122
through,42,-17.295027,13.670892,-26.894466,-726.3911
are,124,-18.058058,9.780665,-22.6246,-2239.1992
pressure,11,-19.147463,0.1538963,-19.062035,-210.6221
performance,7,-19.518368,9.093345,-22.82598,-136.62857
field,6,-20.27908,0.0888228,-20.239357,-121.67448
acts,8,-23.362785,0.78927404,-23.143833,-186.90228
career,8,-23.369411,9.02688,-26.892757,-186.95529
replaced,5,-23.897429,15.553322,-29.705221,-119.487144
nets,5,-24.259563,0.339637,-24.536024,-121.29781
charity,5,-24.43105,0.2696007,-24.565847,-122.15524
minor,6,-26.833353,0.07276806,-26.80081,-161.00012
born,23,-26.930408,13.469284,-29.15396,-619.3994
playing,9,-27.456268,18.812407,-37.5162,-247.10641
served,6,-30.210264,1.8777605,-30.640842,-181.26158
chipped,5,-36.543297,2.534748,-36.67803,-182.71649
