word,class,count,mean_attribution,std_attribution,median_attribution,total_attribution
became,human,12,-9.649725e-05,0.0011668485,-0.00014663677,-0.001157967
thoughtful,human,5,3.7220547e-05,0.00026553555,6.0911552e-05,0.00018610273
silent,human,6,-0.00023064337,0.0006866784,-0.00026843153,-0.0013838602
he,human,444,0.0003227737,0.0009561895,0.00034044957,0.14331153
been,human,150,-5.829266e-05,0.00068165286,-3.3661756e-05,-0.008743899
jennings,human,12,0.0003074955,0.0014015008,-0.0002071331,0.0036899461
could,human,153,-0.0002556028,0.0009134136,-0.00020540983,-0.039107226
pre,human,8,-0.00052752224,0.00067833206,-0.00033103747,-0.004220178
on,human,227,0.00049252366,0.0012959506,0.0006317749,0.111802876
him,human,191,0.0006178593,0.0013064534,0.0005219071,0.118011124
stay,human,7,0.0004056035,0.00058104476,0.00015243315,0.0028392244
long,human,45,-0.0006348406,0.0008699144,-0.00066226395,-0.028567825
other,human,53,0.00017068721,0.0011758151,0.00035160256,0.009046422
appeared,human,12,-0.0003076243,0.0008875688,-0.000362586,-0.0036914914
ladies,human,8,-0.00023126633,0.00077953766,-0.00026444974,-0.0018501306
agreeing,human,3,-5.1916188e-05,0.0012830346,0.00032488522,-0.00015574857
early,human,9,-0.0010439378,0.0010475662,-0.0010968989,-0.00939544
bed,human,10,-0.0012660226,0.0011964896,-0.001528233,-0.012660226
marianne,human,22,0.0031640672,0.0033099414,0.003887903,0.06960948
rose,human,6,-0.00020504044,0.00050609274,-6.867167e-05,-0.0012302427
next,human,16,0.00042156735,0.0008288103,6.2311934e-05,0.0067450777
morning,human,21,-0.0005461707,0.0012335184,-0.00032371323,-0.011469585
happy,human,26,-0.00011544725,0.0010805167,-9.7948156e-05,-0.0030016284
looks,human,7,0.00072468334,0.00045075515,0.0005307812,0.005072783
disappointment,human,5,-0.0002699246,0.0008017194,5.7684112e-05,-0.0013496231
seemed,human,29,0.00024134759,0.0011274038,0.00033516373,0.00699908
forgotten,human,5,0.00040683703,0.0012636196,0.0001520711,0.0020341852
what,human,74,0.00046251307,0.000996666,0.00034576352,0.034225967
happen,human,4,0.00022903207,0.00020564995,0.0002436912,0.0009161283
day,human,38,-0.00019056088,0.0013043919,-0.00040132037,-0.0072413133
breakfast,human,7,0.00045574195,0.0019768882,0.0004937871,0.0031901936
bar,human,8,-0.00020054766,0.0013992164,-0.00015301249,-0.0016043813
